Difficulty_Tier,Company,Role,Location,Date_Posted,Apply_Link,Alumni_Search,Recruiter_Search
3,Woven,Software Engineer Intern - ML Platform,"Ann Arbor, MI",2026-02-15,https://jobs.lever.co/woven-by-toyota/b6bb0a14-829c-45d6-b64d-7ddaeb1851b3/apply?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Woven%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Woven%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,SMX,Intern-Software Engineer,"Broomfield, CO",2026-02-14,https://www.smxtech.com/careers/?gh_jid=7611490003&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SMX%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SMX%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,SMX,Summer Internship-AI/ML - Broomfield CO,"Broomfield, CO",2026-02-14,https://www.smxtech.com/careers/?gh_jid=7611533003&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SMX%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SMX%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,LaunchDarkly,Fullstack Software Engineer Intern,"Oakland, CA",2026-02-14,https://job-boards.greenhouse.io/launchdarkly/jobs/7632240003?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22LaunchDarkly%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22LaunchDarkly%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Strata Decision Technology,Intern Software Engineer - Reimbursement Intelligence,"Chicago, IL | St. Louis, MO",2026-02-14,https://job-boards.greenhouse.io/stratacareers/jobs/7572710003?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Strata%20Decision%20Technology%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Strata%20Decision%20Technology%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Parsons,Space Ops Software Engineer Intern,"Colorado Springs, CO",2026-02-14,https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Colorado-Springs/Space-Ops-Software-Engineer-Intern--Summer-2026-_R177541-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Parsons%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Parsons%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Infleqtion,Summer 2026 Quantum Software Internship – Undergraduate/Graduate,"Chicago, IL",2026-02-14,https://apply.workable.com/coldquanta/j/32919D6F52/apply?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Infleqtion%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Infleqtion%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Westinghouse Electric Company,Software Development Intern Summer 2026,"Cranberry Twp, PA",2026-02-14,https://careers.westinghousenuclear.com/job/Warrendale-Software-Development-Intern-Summer-2026-OR/1364828400/?ats=successfactors&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Westinghouse%20Electric%20Company%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Westinghouse%20Electric%20Company%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Cadence Design Systems,SVG Software Intern - Summer 2026,"Burlington, MA",2026-02-13,https://cadence.wd1.myworkdayjobs.com/University_Talent_Intern/job/Burlington-MA/SVG-Software-Intern--Summer-2026-_R52517?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cadence%20Design%20Systems%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cadence%20Design%20Systems%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Cadence Design Systems,SVG Software Intern - Summer 2026,"Burlington, MA",2026-02-13,https://cadence.wd1.myworkdayjobs.com/University_Talent/job/Burlington-MA/SVG-Software-Intern--Summer-2026-_R52517-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cadence%20Design%20Systems%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cadence%20Design%20Systems%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Mercor,Software Engineer Intern,SF,2026-02-13,https://jobs.ashbyhq.com/mercor/de3025e5-10ca-4d55-b688-eff0e647ac8d/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Mercor%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Mercor%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Resmed,Software Engineer Intern,"Atlanta, GA",2026-02-13,https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/Atlanta-GA-United-States/Software-Engineer-Intern_JR_047982?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Resmed,Software Engineer Intern,"San Diego, CA",2026-02-13,https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_048216?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Robert Half,Software Engineer Virtual Intern,"San Ramon, CA",2026-02-13,https://roberthalf.wd1.myworkdayjobs.com/roberthalfcareers/job/SAN-RAMON/Software-Engineer-Virtual-Internship_JR-259561?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Robert%20Half%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Robert%20Half%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Spot & Tango,Software Engineer Intern,NYC,2026-02-12,http://www.spotandtango.com/careers?gh_jid=4660329005&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Spot%20%26%20Tango%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Spot%20%26%20Tango%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Copart,Software Engineer Intern,"Dallas, TX",2026-02-12,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106971?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Root Access,Software Engineer Intern,NYC,2026-02-12,https://jobs.ashbyhq.com/root-access/174d4e84-1a11-48dd-800f-d6663ea30450/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Root%20Access%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Root%20Access%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,General Dynamics Mission Systems,Software Engineer Intern,"Orlando, FL",2026-02-12,https://careers-gdms.icims.com/jobs/70853/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Akima,STEM Summer Internship - Software Engineer,"Huntsville, AL",2026-02-11,https://careers.akima.com/jobs/21524?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Akima%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Akima%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Giga AI,Software Engineer Intern,SF,2026-02-11,https://jobs.ashbyhq.com/gigaml/aa903645-854f-4404-9d49-8a96f0dcc2cc/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Giga%20AI%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Giga%20AI%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Copart,Software Engineer Intern,"Dallas, TX",2026-02-11,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106984?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Copart,Software Engineering Intern,"Dallas, TX",2026-02-11,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106983?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copart%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Handshake,Software Engineer Intern,SF,2026-02-11,https://jobs.ashbyhq.com/handshake/25b3e69c-0a49-40db-9184-832a1e6fcf1a/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Handshake%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Handshake%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Exa Labs,Software Engineer Intern,SF,2026-02-10,https://jobs.ashbyhq.com/exa/a9e01521-66f1-481b-89da-ec01d4620f16/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Exa%20Labs%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Exa%20Labs%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,HeartFlow,Software Engineer Intern - ML Ops / Compute Migration,SF,2026-02-10,https://job-boards.greenhouse.io/heartflowinc/jobs/5798443004?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HeartFlow%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HeartFlow%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Ditto AI,Software Engineer Intern,"Berkeley, CA",2026-02-10,https://jobs.ashbyhq.com/dittoai/f4cbce81-94bf-44cb-a2fc-4dcd001175e1/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Ditto%20AI%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Ditto%20AI%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Resmed,Software Engineer Intern,"San Diego, CA",2026-02-10,https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_047747?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Perchwell,Software Engineering Intern,NYC,2026-02-10,https://jobs.ashbyhq.com/Perchwell/6641ec1a-ebf5-4554-b5f4-6c998e57f37e/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Perchwell%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Perchwell%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Delinea,Software Engineering Intern,"Lehi, UT",2026-02-09,https://jobs.ashbyhq.com/delinea/3eed48b7-b60c-4c50-adc2-4523337e1592/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Delinea%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Delinea%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,🔥 TikTok,Security Software Engineer Project Intern - Product Security - 2026 Start,"San Jose, CA",2026-02-07,https://lifeattiktok.com/search/7600536394771564853?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,🔥 ByteDance,Software Engineer Project Intern - Security Engineering,"San Jose, CA",2026-02-07,https://jobs.bytedance.com/en/position/7600176309125466373/detail?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20ByteDance%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20ByteDance%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Etched.ai,Core Software Engineer Intern,"San Jose, CA",2026-02-07,https://jobs.ashbyhq.com/Etched/47e6dec8-2ca6-4359-8cff-0b91bcbf48ea/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Etched.ai%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Etched.ai%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Voyager Technologies,Voyager Intern - Software Engineering,"El Segundo, CA",2026-02-07,https://job-boards.greenhouse.io/voyagertechnologiesinc/jobs/4117433009?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Voyager%20Technologies%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Voyager%20Technologies%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Impinj,SaaS and IoT Software Engineering Intern,"Seattle, WA",2026-02-07,https://job-boards.greenhouse.io/impinjexternal/jobs/4656132005?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Impinj%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Impinj%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Emerson Electric,Software Engineering Intern - Applied AI,"Austin, TX",2026-02-07,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26001603?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Emerson%20Electric%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Emerson%20Electric%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Resmed,AI Engineer Intern,"San Diego, CA",2026-02-06,https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/AI-Engineer-Intern_JR_047856?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Resmed,Software Engineer Intern,"San Diego, CA",2026-02-06,https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_047857?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Resmed%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Bio-Techne,Software Engineer Intern,"Austin, TX",2026-02-06,https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/Austin-TX/Software-Engineering-Intern_JR101487?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bio-Techne%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bio-Techne%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Gen,Intern - Software Engineering,NYC,2026-02-06,https://gen.wd1.myworkdayjobs.com/careers/job/USA---New-York-New-York/Intern--Software-Engineering---Summer-Internship_55163-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Gen%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Gen%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Driscoll's,Information Services – Software Engineering Intern - Application Development,"Aptos, CA",2026-02-06,https://driscolls.wd5.myworkdayjobs.com/driscolls/job/US---Watsonville-California/Information-Services----Software-Engineering-Intern---Application-Development_R0008652?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Driscoll%27s%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Driscoll%27s%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,VSP Vision,Intern - Software Engineer - Ventures,Remote in USA,2026-02-05,https://vsp.wd1.myworkdayjobs.com/vspvisioncareers/job/Remote-US/Internship--Software-Engineer---Ventures_R-8827?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22VSP%20Vision%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22VSP%20Vision%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Apex,Software Engineering Intern - Integrated Solutions,LA,2026-02-05,https://jobs.ashbyhq.com/apex-technology-inc/2f1ef6de-1a26-4fa2-a9e5-f660796983ad/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Apex%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Apex%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Auctor,Software Engineering Intern,NYC,2026-02-05,https://jobs.ashbyhq.com/auctor/9d67c881-3ca7-4616-a059-e94c03e19607/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Auctor%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Auctor%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,HARMAN International,Summer Intern - Software Developer - Digital,"Novi, MI",2026-02-05,https://harman.wd3.myworkdayjobs.com/HARMAN/job/Novi---Michigan-USA---Cabot-Drive/Summer-Intern---Software-Developer---DigITal_R-51464-2026?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HARMAN%20International%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HARMAN%20International%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Paccar,Software Engineering Intern - Powertrain Development,"Burlington, WA",2026-02-05,https://jobs.paccar.com/job/Mount-Vernon-Software-Engineering-Intern-Powertrain-Development-WA-98273-9671/1290590101/?ats=successfactors&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Paccar%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Paccar%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Red Ventures,2026 Launch Program: Associate Software Engineer Intern,"Charlotte, NC",2026-02-05,https://www.redventures.com/careers/positions/open?gh_jid=7589458&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Red%20Ventures%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Red%20Ventures%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Wade Trim,Software Developer Intern - Sharepoint,"Detroit, MI",2026-02-05,https://jobs.lever.co/wadetrim/da20ee87-1b51-4f97-81b6-6b3fd61f8c5a/apply?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Wade%20Trim%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Wade%20Trim%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Crum & Forster Insurance,Software Engineer Intern,"Glastonbury, CT",2026-02-05,https://careers-cfins.icims.com/jobs/4748/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Crum%20%26%20Forster%20Insurance%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Crum%20%26%20Forster%20Insurance%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,General Dynamics Mission Systems,Software Engineering Intern,"Dedham, MA",2026-02-04,https://careers-gdms.icims.com/jobs/70444/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Zip,Software Engineer Intern,SF,2026-02-04,https://jobs.ashbyhq.com/zip/8d430f5d-3a7a-4dc5-8859-ff31c4169be2/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Zip%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Zip%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,General Dynamics Mission Systems,Software Engineering Intern,"Dedham, MA",2026-02-04,https://careers-gdms.icims.com/jobs/70532/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22General%20Dynamics%20Mission%20Systems%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,National Renewable Energy Laboratory,Software Engineering Intern,"Golden, CO",2026-02-04,https://nrel.wd5.myworkdayjobs.com/nrel/job/Golden-CO/Post-Undergraduate-Graduate--Summer--Software-Engineering-Intern-for-Grid-Modeling-Applications_R14140?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22National%20Renewable%20Energy%20Laboratory%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22National%20Renewable%20Energy%20Laboratory%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Bio-Techne,Software Developer Intern,"Wallingford, CT",2026-02-04,https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/Wallingford-CT/Software-Developer-Intern_JR101471?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bio-Techne%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bio-Techne%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,AspenTech,Software Developer Intern - Digital Grid Management,"Wayzata, MN",2026-02-04,https://aspentech.wd5.myworkdayjobs.com/aspentech/job/Medina-Minnesota/Software-Development-Intern---Digital-Grid-Management---Summer-2026_R8627-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AspenTech%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AspenTech%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Emerson Electric,Software Engineering Intern,"Austin, TX",2026-02-04,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26000953?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Emerson%20Electric%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Emerson%20Electric%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Werfen,Software Engineering Intern,"Bedford, MA",2026-02-04,https://careers-werfen.icims.com/jobs/9881/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Werfen,Software Engineering Intern,"Bedford, MA",2026-02-04,https://careers-werfen.icims.com/jobs/9804/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
3,Werfen,Software Engineering Intern,"Bedford, MA",2026-02-04,https://careers-werfen.icims.com/jobs/9827/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Werfen%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29
